192.168.0.101 - - [12/Jan/2018:15:00:24 +0800] "GET / HTTP/1.1" 404 994
192.168.0.101 - - [12/Jan/2018:15:00:26 +0800] "GET /cioclass/ HTTP/1.1" 200 2690
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:37 +0800] "GET /cioclass/index_or HTTP/1.1" 200 7976
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:38 +0800] "GET /cioclass/statics/css/font-awesome.min.css HTTP/1.1" 200 31000
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:38 +0800] "GET /cioclass/statics/css/all-skins.min.css HTTP/1.1" 200 40757
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:38 +0800] "GET /cioclass/js/jquery.min.js HTTP/1.1" 200 85578
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:38 +0800] "GET /cioclass/statics/css/main.css HTTP/1.1" 200 1002
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:38 +0800] "GET /cioclass/statics/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:38 +0800] "GET /cioclass/js/vue.min.js HTTP/1.1" 200 70910
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:38 +0800] "GET /cioclass/statics/css/AdminLTE.min.css HTTP/1.1" 200 90140
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:38 +0800] "GET /cioclass/js/router.js HTTP/1.1" 200 1873
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:38 +0800] "GET /cioclass/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:38 +0800] "GET /cioclass/js/app.js HTTP/1.1" 200 23702
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:38 +0800] "GET /cioclass/statics/plugins/layer/layer.js HTTP/1.1" 200 21343
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:38 +0800] "GET /cioclass/js/fastclick.min.js HTTP/1.1" 200 8776
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:38 +0800] "GET /cioclass/js/jquery.slimscroll.min.js HTTP/1.1" 200 6230
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:38 +0800] "GET /cioclass/js/index.js HTTP/1.1" 200 2852
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:38 +0800] "GET /cioclass/statics/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:40 +0800] "GET /cioclass/statics/plugins/layer/skin/default/layer.css?v=3.0.11110 HTTP/1.1" 200 14296
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:41 +0800] "GET /favicon.ico HTTP/1.1" 404 1016
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:59 +0800] "GET /cioclass/or/companyList HTTP/1.1" 200 2826
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:59 +0800] "GET /cioclass/js/jquery.min.js HTTP/1.1" 200 85578
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:59 +0800] "GET /cioclass/statics/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:59 +0800] "GET /cioclass/js/common.js HTTP/1.1" 200 8034
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:59 +0800] "GET /cioclass/js/jquery.page.js HTTP/1.1" 200 4641
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:59 +0800] "GET /cioclass/js/handlebars.js HTTP/1.1" 200 173465
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:15:59 +0800] "GET /cioclass/css/page.css HTTP/1.1" 200 675
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:16:08 +0800] "GET /cioclass/or/batchInfoList HTTP/1.1" 200 2664
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:16:08 +0800] "GET /cioclass/css/page.css HTTP/1.1" 200 675
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:16:08 +0800] "GET /cioclass/js/jquery.min.js HTTP/1.1" 200 85578
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:16:08 +0800] "GET /cioclass/js/jquery.page.js HTTP/1.1" 200 4641
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:16:08 +0800] "GET /cioclass/statics/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:16:08 +0800] "GET /cioclass/js/handlebars.js HTTP/1.1" 200 173465
0:0:0:0:0:0:0:1 - - [12/Jan/2018:15:16:08 +0800] "GET /cioclass/js/common.js HTTP/1.1" 200 8034
192.168.0.101 - - [12/Jan/2018:15:16:16 +0800] "GET /cioclass/index_or HTTP/1.1" 200 7976
192.168.0.101 - - [12/Jan/2018:15:16:16 +0800] "GET /cioclass/statics/css/font-awesome.min.css HTTP/1.1" 200 31000
192.168.0.101 - - [12/Jan/2018:15:16:16 +0800] "GET /cioclass/statics/css/all-skins.min.css HTTP/1.1" 200 40757
192.168.0.101 - - [12/Jan/2018:15:16:16 +0800] "GET /cioclass/statics/css/bootstrap.min.css HTTP/1.1" 200 121200
192.168.0.101 - - [12/Jan/2018:15:16:16 +0800] "GET /cioclass/js/jquery.min.js HTTP/1.1" 200 85578
192.168.0.101 - - [12/Jan/2018:15:16:16 +0800] "GET /cioclass/js/router.js HTTP/1.1" 200 1873
192.168.0.101 - - [12/Jan/2018:15:16:16 +0800] "GET /cioclass/statics/css/main.css HTTP/1.1" 200 1002
192.168.0.101 - - [12/Jan/2018:15:16:16 +0800] "GET /cioclass/js/jquery.slimscroll.min.js HTTP/1.1" 200 6230
192.168.0.101 - - [12/Jan/2018:15:16:16 +0800] "GET /cioclass/js/fastclick.min.js HTTP/1.1" 200 8776
192.168.0.101 - - [12/Jan/2018:15:16:16 +0800] "GET /cioclass/statics/css/AdminLTE.min.css HTTP/1.1" 200 90140
192.168.0.101 - - [12/Jan/2018:15:16:16 +0800] "GET /cioclass/js/vue.min.js HTTP/1.1" 200 70910
192.168.0.101 - - [12/Jan/2018:15:16:16 +0800] "GET /cioclass/js/index.js HTTP/1.1" 200 2852
192.168.0.101 - - [12/Jan/2018:15:16:16 +0800] "GET /cioclass/js/bootstrap.min.js HTTP/1.1" 200 37045
192.168.0.101 - - [12/Jan/2018:15:16:17 +0800] "GET /cioclass/js/app.js HTTP/1.1" 200 23702
192.168.0.101 - - [12/Jan/2018:15:16:17 +0800] "GET /cioclass/statics/plugins/layer/layer.js HTTP/1.1" 200 21343
192.168.0.101 - - [12/Jan/2018:15:16:17 +0800] "GET /cioclass/statics/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
192.168.0.101 - - [12/Jan/2018:15:16:17 +0800] "GET /cioclass/statics/plugins/layer/skin/default/layer.css?v=3.0.11110 HTTP/1.1" 200 14296
192.168.0.101 - - [12/Jan/2018:15:16:17 +0800] "GET /favicon.ico HTTP/1.1" 404 1016
192.168.0.101 - - [12/Jan/2018:15:16:18 +0800] "GET /cioclass/or/companyList HTTP/1.1" 200 2826
192.168.0.101 - - [12/Jan/2018:15:16:18 +0800] "GET /cioclass/statics/css/bootstrap.min.css HTTP/1.1" 200 121200
192.168.0.101 - - [12/Jan/2018:15:16:18 +0800] "GET /cioclass/css/page.css HTTP/1.1" 200 675
192.168.0.101 - - [12/Jan/2018:15:16:18 +0800] "GET /cioclass/js/jquery.page.js HTTP/1.1" 200 4641
192.168.0.101 - - [12/Jan/2018:15:16:18 +0800] "GET /cioclass/js/common.js HTTP/1.1" 200 8034
192.168.0.101 - - [12/Jan/2018:15:16:18 +0800] "GET /cioclass/js/handlebars.js HTTP/1.1" 200 173465
192.168.0.101 - - [12/Jan/2018:15:16:19 +0800] "GET /cioclass/js/jquery.min.js HTTP/1.1" 200 85578
192.168.0.101 - - [12/Jan/2018:15:16:22 +0800] "GET /cioclass/or/batchInfoList HTTP/1.1" 200 2664
192.168.0.101 - - [12/Jan/2018:15:16:22 +0800] "GET /cioclass/css/page.css HTTP/1.1" 200 675
192.168.0.101 - - [12/Jan/2018:15:16:22 +0800] "GET /cioclass/statics/css/bootstrap.min.css HTTP/1.1" 200 121200
192.168.0.101 - - [12/Jan/2018:15:16:22 +0800] "GET /cioclass/js/jquery.page.js HTTP/1.1" 200 4641
192.168.0.101 - - [12/Jan/2018:15:16:22 +0800] "GET /cioclass/js/common.js HTTP/1.1" 200 8034
192.168.0.101 - - [12/Jan/2018:15:16:22 +0800] "GET /cioclass/js/handlebars.js HTTP/1.1" 200 173465
192.168.0.101 - - [12/Jan/2018:15:16:22 +0800] "GET /cioclass/js/jquery.min.js HTTP/1.1" 200 85578
192.168.0.101 - - [12/Jan/2018:15:16:24 +0800] "GET /cioclass/or/productList HTTP/1.1" 200 2813
192.168.0.101 - - [12/Jan/2018:15:16:24 +0800] "GET /cioclass/js/jquery.min.js HTTP/1.1" 200 85578
192.168.0.101 - - [12/Jan/2018:15:16:24 +0800] "GET /cioclass/js/jquery.page.js HTTP/1.1" 200 4641
192.168.0.101 - - [12/Jan/2018:15:16:24 +0800] "GET /cioclass/js/common.js HTTP/1.1" 200 8034
192.168.0.101 - - [12/Jan/2018:15:16:24 +0800] "GET /cioclass/statics/css/bootstrap.min.css HTTP/1.1" 200 121200
192.168.0.101 - - [12/Jan/2018:15:16:24 +0800] "GET /cioclass/css/page.css HTTP/1.1" 200 675
192.168.0.101 - - [12/Jan/2018:15:16:24 +0800] "GET /cioclass/js/handlebars.js HTTP/1.1" 200 173465
192.168.0.101 - - [12/Jan/2018:15:16:26 +0800] "GET /cioclass/or/qrcode4XSBatchUpdate HTTP/1.1" 200 6928
192.168.0.101 - - [12/Jan/2018:15:16:26 +0800] "GET /cioclass/statics/css/bootstrap.min.css HTTP/1.1" 200 121200
192.168.0.101 - - [12/Jan/2018:15:16:26 +0800] "GET /cioclass/js/jquery.min.js HTTP/1.1" 200 85578
192.168.0.101 - - [12/Jan/2018:15:16:26 +0800] "GET /cioclass/js/common.js HTTP/1.1" 200 8034
192.168.0.101 - - [12/Jan/2018:15:16:26 +0800] "GET /cioclass/js/bootstrap.min.js HTTP/1.1" 200 37045
192.168.0.101 - - [12/Jan/2018:15:16:26 +0800] "GET /cioclass/js/handlebars.js HTTP/1.1" 200 173465
192.168.0.101 - - [12/Jan/2018:15:16:27 +0800] "GET /cioclass/or/qrcode4XSBatchNo HTTP/1.1" 200 5588
192.168.0.101 - - [12/Jan/2018:15:16:27 +0800] "GET /cioclass/css/page.css HTTP/1.1" 200 675
192.168.0.101 - - [12/Jan/2018:15:16:27 +0800] "GET /cioclass/js/jquery.min.js HTTP/1.1" 200 85578
192.168.0.101 - - [12/Jan/2018:15:16:28 +0800] "GET /cioclass/js/jquery.page.js HTTP/1.1" 200 4641
192.168.0.101 - - [12/Jan/2018:15:16:28 +0800] "GET /cioclass/js/common.js HTTP/1.1" 200 8034
192.168.0.101 - - [12/Jan/2018:15:16:28 +0800] "GET /cioclass/statics/css/bootstrap.min.css HTTP/1.1" 200 121200
192.168.0.101 - - [12/Jan/2018:15:16:28 +0800] "GET /cioclass/js/handlebars.js HTTP/1.1" 200 173465
192.168.0.101 - - [12/Jan/2018:15:16:28 +0800] "GET /cioclass/js/bootstrap.min.js HTTP/1.1" 200 37045
192.168.0.101 - - [12/Jan/2018:15:16:28 +0800] "GET /cioclass/js/or/qrcode4XSBatchNo.js HTTP/1.1" 200 6122
192.168.0.101 - - [12/Jan/2018:15:16:37 +0800] "GET /cioclass/or/qrcode4XSBatchUpdate HTTP/1.1" 200 6928
192.168.0.101 - - [12/Jan/2018:15:16:37 +0800] "GET /cioclass/js/jquery.min.js HTTP/1.1" 200 85578
192.168.0.101 - - [12/Jan/2018:15:16:37 +0800] "GET /cioclass/js/handlebars.js HTTP/1.1" 200 173465
192.168.0.101 - - [12/Jan/2018:15:16:37 +0800] "GET /cioclass/js/common.js HTTP/1.1" 200 8034
192.168.0.101 - - [12/Jan/2018:15:16:37 +0800] "GET /cioclass/js/bootstrap.min.js HTTP/1.1" 200 37045
192.168.0.101 - - [12/Jan/2018:15:16:37 +0800] "GET /cioclass/statics/css/bootstrap.min.css HTTP/1.1" 200 121200
192.168.0.101 - - [12/Jan/2018:15:16:38 +0800] "GET /cioclass/or/readFromFile2DB HTTP/1.1" 200 2417
192.168.0.101 - - [12/Jan/2018:15:16:39 +0800] "GET /cioclass/statics/css/bootstrap.min.css HTTP/1.1" 200 121200
192.168.0.101 - - [12/Jan/2018:15:16:39 +0800] "GET /cioclass/js/common.js HTTP/1.1" 200 8034
192.168.0.101 - - [12/Jan/2018:15:16:39 +0800] "GET /cioclass/images/pz.png HTTP/1.1" 200 1002
192.168.0.101 - - [12/Jan/2018:15:16:39 +0800] "GET /cioclass/css/or.css HTTP/1.1" 200 652
192.168.0.101 - - [12/Jan/2018:15:16:39 +0800] "GET /cioclass/images/bk.jpg HTTP/1.1" 200 190983
192.168.0.101 - - [12/Jan/2018:15:16:43 +0800] "GET /cioclass/oSearch HTTP/1.1" 200 2661
192.168.0.101 - - [12/Jan/2018:15:16:43 +0800] "GET /cioclass/css/or.css HTTP/1.1" 200 652
192.168.0.101 - - [12/Jan/2018:15:16:43 +0800] "GET /cioclass/images/bk.jpg HTTP/1.1" 200 190983
192.168.0.101 - - [12/Jan/2018:15:16:43 +0800] "GET /cioclass/images/pz.png HTTP/1.1" 200 1002
192.168.0.101 - - [12/Jan/2018:15:16:43 +0800] "GET /cioclass/js/common.js HTTP/1.1" 200 8034
192.168.0.101 - - [12/Jan/2018:15:16:43 +0800] "GET /cioclass/images/pp.png HTTP/1.1" 200 813
192.168.0.101 - - [12/Jan/2018:15:16:43 +0800] "GET /cioclass/images/video.png HTTP/1.1" 200 796
192.168.0.101 - - [12/Jan/2018:15:16:46 +0800] "GET /cioclass/oSearch HTTP/1.1" 200 2661
192.168.0.101 - - [12/Jan/2018:15:16:46 +0800] "GET /cioclass/css/or.css HTTP/1.1" 200 652
192.168.0.101 - - [12/Jan/2018:15:16:46 +0800] "GET /cioclass/images/bk.jpg HTTP/1.1" 200 190983
192.168.0.101 - - [12/Jan/2018:15:16:46 +0800] "GET /cioclass/images/pz.png HTTP/1.1" 200 1002
192.168.0.101 - - [12/Jan/2018:15:16:46 +0800] "GET /cioclass/images/pp.png HTTP/1.1" 200 813
192.168.0.101 - - [12/Jan/2018:15:16:46 +0800] "GET /cioclass/images/video.png HTTP/1.1" 200 796
192.168.0.101 - - [12/Jan/2018:15:16:46 +0800] "GET /cioclass/js/common.js HTTP/1.1" 200 8034
192.168.0.101 - - [12/Jan/2018:15:16:51 +0800] "GET /cioclass/or/companyList HTTP/1.1" 200 2826
192.168.0.101 - - [12/Jan/2018:15:16:51 +0800] "GET /cioclass/statics/css/bootstrap.min.css HTTP/1.1" 200 121200
192.168.0.101 - - [12/Jan/2018:15:16:51 +0800] "GET /cioclass/css/page.css HTTP/1.1" 200 675
192.168.0.101 - - [12/Jan/2018:15:16:51 +0800] "GET /cioclass/js/jquery.page.js HTTP/1.1" 200 4641
192.168.0.101 - - [12/Jan/2018:15:16:51 +0800] "GET /cioclass/js/common.js HTTP/1.1" 200 8034
192.168.0.101 - - [12/Jan/2018:15:16:51 +0800] "GET /cioclass/js/jquery.min.js HTTP/1.1" 200 85578
192.168.0.101 - - [12/Jan/2018:15:16:51 +0800] "GET /cioclass/js/handlebars.js HTTP/1.1" 200 173465
192.168.0.101 - - [12/Jan/2018:15:16:53 +0800] "GET /cioclass/or/batchInfoList HTTP/1.1" 200 2664
192.168.0.101 - - [12/Jan/2018:15:16:53 +0800] "GET /cioclass/css/page.css HTTP/1.1" 200 675
192.168.0.101 - - [12/Jan/2018:15:16:53 +0800] "GET /cioclass/statics/css/bootstrap.min.css HTTP/1.1" 200 121200
192.168.0.101 - - [12/Jan/2018:15:16:53 +0800] "GET /cioclass/js/jquery.min.js HTTP/1.1" 200 85578
192.168.0.101 - - [12/Jan/2018:15:16:53 +0800] "GET /cioclass/js/jquery.page.js HTTP/1.1" 200 4641
192.168.0.101 - - [12/Jan/2018:15:16:53 +0800] "GET /cioclass/js/common.js HTTP/1.1" 200 8034
192.168.0.101 - - [12/Jan/2018:15:16:53 +0800] "GET /cioclass/js/handlebars.js HTTP/1.1" 200 173465
192.168.0.101 - - [12/Jan/2018:15:18:09 +0800] "GET /cioclass/statics/css/font-awesome.min.css HTTP/1.1" 200 31000
192.168.0.101 - - [12/Jan/2018:15:18:09 +0800] "GET /cioclass/statics/css/bootstrap.min.css HTTP/1.1" 200 121200
192.168.0.101 - - [12/Jan/2018:15:18:09 +0800] "GET /cioclass/statics/css/all-skins.min.css HTTP/1.1" 200 40757
192.168.0.101 - - [12/Jan/2018:15:18:09 +0800] "GET /cioclass/statics/plugins/layer/skin/default/layer.css?v=3.0.11110 HTTP/1.1" 200 14296
192.168.0.101 - - [12/Jan/2018:15:18:09 +0800] "GET /cioclass/statics/css/AdminLTE.min.css HTTP/1.1" 200 90140
192.168.0.101 - - [12/Jan/2018:15:18:09 +0800] "GET /cioclass/statics/css/main.css HTTP/1.1" 200 1002
192.168.0.101 - - [12/Jan/2018:15:18:09 +0800] "GET /cioclass/css/page.css HTTP/1.1" 200 675
192.168.0.101 - - [12/Jan/2018:15:18:09 +0800] "GET /cioclass/statics/css/bootstrap.min.css HTTP/1.1" 200 121200
192.168.0.101 - - [12/Jan/2018:15:18:09 +0800] "GET /cioclass/statics/css/bootstrap.min.css.map HTTP/1.1" 404 992
192.168.0.101 - - [12/Jan/2018:15:18:58 +0800] "GET /cioclass/index_or HTTP/1.1" 200 7976
192.168.0.101 - - [12/Jan/2018:15:18:58 +0800] "GET /cioclass/statics/css/font-awesome.min.css HTTP/1.1" 200 31000
192.168.0.101 - - [12/Jan/2018:15:18:58 +0800] "GET /cioclass/statics/css/bootstrap.min.css HTTP/1.1" 200 121200
192.168.0.101 - - [12/Jan/2018:15:18:58 +0800] "GET /cioclass/statics/css/AdminLTE.min.css HTTP/1.1" 200 90140
192.168.0.101 - - [12/Jan/2018:15:18:58 +0800] "GET /cioclass/statics/css/main.css HTTP/1.1" 200 1002
192.168.0.101 - - [12/Jan/2018:15:18:58 +0800] "GET /cioclass/js/jquery.min.js HTTP/1.1" 200 85578
192.168.0.101 - - [12/Jan/2018:15:18:58 +0800] "GET /cioclass/statics/css/all-skins.min.css HTTP/1.1" 200 40757
192.168.0.101 - - [12/Jan/2018:15:18:58 +0800] "GET /cioclass/js/vue.min.js HTTP/1.1" 200 70910
192.168.0.101 - - [12/Jan/2018:15:18:58 +0800] "GET /cioclass/js/router.js HTTP/1.1" 200 1873
192.168.0.101 - - [12/Jan/2018:15:18:58 +0800] "GET /cioclass/js/bootstrap.min.js HTTP/1.1" 200 37045
192.168.0.101 - - [12/Jan/2018:15:18:58 +0800] "GET /cioclass/js/app.js HTTP/1.1" 200 23702
192.168.0.101 - - [12/Jan/2018:15:18:58 +0800] "GET /cioclass/js/jquery.slimscroll.min.js HTTP/1.1" 200 6230
192.168.0.101 - - [12/Jan/2018:15:18:58 +0800] "GET /cioclass/statics/plugins/layer/layer.js HTTP/1.1" 200 21343
192.168.0.101 - - [12/Jan/2018:15:18:58 +0800] "GET /cioclass/js/fastclick.min.js HTTP/1.1" 200 8776
192.168.0.101 - - [12/Jan/2018:15:18:58 +0800] "GET /cioclass/js/index.js HTTP/1.1" 200 2852
192.168.0.101 - - [12/Jan/2018:15:18:58 +0800] "GET /cioclass/statics/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 200 77160
192.168.0.101 - - [12/Jan/2018:15:18:58 +0800] "GET /cioclass/statics/css/bootstrap.min.css.map HTTP/1.1" 404 992
192.168.0.101 - - [12/Jan/2018:15:18:58 +0800] "GET /cioclass/statics/plugins/layer/skin/default/layer.css?v=3.0.11110 HTTP/1.1" 200 14296
192.168.0.101 - - [12/Jan/2018:15:19:00 +0800] "GET /cioclass/or/qrcode4XSBatchUpdate HTTP/1.1" 200 6928
192.168.0.101 - - [12/Jan/2018:15:19:01 +0800] "GET /cioclass/js/jquery.min.js HTTP/1.1" 200 85578
192.168.0.101 - - [12/Jan/2018:15:19:01 +0800] "GET /cioclass/js/bootstrap.min.js HTTP/1.1" 200 37045
192.168.0.101 - - [12/Jan/2018:15:19:01 +0800] "GET /cioclass/js/handlebars.js HTTP/1.1" 200 173465
192.168.0.101 - - [12/Jan/2018:15:19:01 +0800] "GET /cioclass/statics/css/bootstrap.min.css HTTP/1.1" 200 121200
192.168.0.101 - - [12/Jan/2018:15:19:01 +0800] "GET /cioclass/js/common.js HTTP/1.1" 200 8032
192.168.0.101 - - [12/Jan/2018:15:19:01 +0800] "GET /cioclass/statics/css/bootstrap.min.css.map HTTP/1.1" 404 992
192.168.0.101 - - [12/Jan/2018:15:19:01 +0800] "GET /cioclass/or/qr/findById?id= HTTP/1.1" 200 100
192.168.0.101 - - [12/Jan/2018:15:19:02 +0800] "GET /cioclass/or/qrcode4XSBatchNo HTTP/1.1" 200 5588
192.168.0.101 - - [12/Jan/2018:15:19:02 +0800] "GET /cioclass/css/page.css HTTP/1.1" 200 675
192.168.0.101 - - [12/Jan/2018:15:19:02 +0800] "GET /cioclass/js/bootstrap.min.js HTTP/1.1" 200 37045
192.168.0.101 - - [12/Jan/2018:15:19:02 +0800] "GET /cioclass/statics/css/bootstrap.min.css HTTP/1.1" 200 121200
192.168.0.101 - - [12/Jan/2018:15:19:02 +0800] "GET /cioclass/js/jquery.page.js HTTP/1.1" 200 4641
192.168.0.101 - - [12/Jan/2018:15:19:02 +0800] "GET /cioclass/js/common.js HTTP/1.1" 200 8032
192.168.0.101 - - [12/Jan/2018:15:19:02 +0800] "GET /cioclass/js/handlebars.js HTTP/1.1" 200 173465
